sample_id,scenario_id,source_video_id,split,clip_type,corruption_type,severity_level,severity_name,severity_value,is_clean,gshi,weather,time_of_day,scene_type,traffic_level,fps,resolution,num_frames,output_path,extra_json,gshi_gt,gshi_pred,pred_top1_issue,pred_top1_prob,pred_presence_json,pred_severity_json,pred_present_thresh_json
S06_lens_occlusion_s5,S06,video_003,test,corrupted,lens_occlusion,5,s5,0.75,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/lens_occlusion/s5/S06_lens_occlusion_s5.mp4,"{""severity"":0.75,""n_blobs"":3,""target_coverage"":0.41197882156696997,""coverage_reached"":0.4170865885416667,""blobs"":[{""cx"":884.6630863386882,""cy"":344.69961179882614,""R_px"":227.82747130961286,""k"":0.9569849514242162,""alpha_strength"":0.8679437411960979},{""cx"":436.14569054593767,""cy"":264.33908597228117,""R_px"":239.10004620380832,""k"":1.0196890097236322,""alpha_strength"":0.8691100639345524},{""cx"":1011.0770155784363,""cy"":341.9965548280441,""R_px"":242.90509079140713,""k"":0.8738445078334512,""alpha_strength"":0.8869259757852794}]}",0.114387,0.183453,vignetting,0.995631,"{""haze_fog"":0.085394,""rain"":9.9e-05,""snow"":2e-06,""low_light"":0.910022,""motion_blur"":0.000907,""defocus_blur"":0.11725,""glare_flare"":0.456221,""vignetting"":0.995631,""sensor_noise"":6e-06,""exposure_shift"":0.130193,""compression"":0.962238,""lens_occlusion"":0.055779}","{""haze_fog"":0.257157,""rain"":0.075662,""snow"":0.022973,""low_light"":0.213629,""motion_blur"":0.166773,""defocus_blur"":0.129742,""glare_flare"":0.252133,""vignetting"":0.498913,""sensor_noise"":0.005733,""exposure_shift"":0.214937,""compression"":0.312764,""lens_occlusion"":0.173052}","[{""issue"":""vignetting"",""prob"":0.995631},{""issue"":""compression"",""prob"":0.962238},{""issue"":""low_light"",""prob"":0.910022},{""issue"":""glare_flare"",""prob"":0.456221}]"
S06_sensor_noise_s1,S06,video_003,test,corrupted,sensor_noise,1,s1,0.08,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/sensor_noise/s1/S06_sensor_noise_s1.mp4,"{""severity"":0.08,""sigma_r"":0.0029944249597457424,""sigma_s"":0.008931405996070577,""per_channel"":true}",0.928613,0.305310,vignetting,0.999070,"{""haze_fog"":0.010013,""rain"":1e-06,""snow"":0.0,""low_light"":0.96932,""motion_blur"":0.0,""defocus_blur"":0.091065,""glare_flare"":0.316176,""vignetting"":0.99907,""sensor_noise"":0.0,""exposure_shift"":0.546363,""compression"":0.873724,""lens_occlusion"":0.023691}","{""haze_fog"":0.121972,""rain"":0.040941,""snow"":0.006489,""low_light"":0.19199,""motion_blur"":0.088404,""defocus_blur"":0.077689,""glare_flare"":0.125273,""vignetting"":0.490281,""sensor_noise"":0.001615,""exposure_shift"":0.178247,""compression"":0.19118,""lens_occlusion"":0.139032}","[{""issue"":""vignetting"",""prob"":0.99907},{""issue"":""low_light"",""prob"":0.96932},{""issue"":""compression"",""prob"":0.873724},{""issue"":""exposure_shift"",""prob"":0.546363},{""issue"":""glare_flare"",""prob"":0.316176}]"
S06_sensor_noise_s2,S06,video_003,test,corrupted,sensor_noise,2,s2,0.18,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/sensor_noise/s2/S06_sensor_noise_s2.mp4,"{""severity"":0.18,""sigma_r"":0.004768759449989821,""sigma_s"":0.017689172588499252,""per_channel"":true}",0.838388,0.304821,vignetting,0.999449,"{""haze_fog"":0.012523,""rain"":4e-06,""snow"":0.0,""low_light"":0.983845,""motion_blur"":0.0,""defocus_blur"":0.081695,""glare_flare"":0.308398,""vignetting"":0.999449,""sensor_noise"":0.0,""exposure_shift"":0.481844,""compression"":0.904371,""lens_occlusion"":0.028508}","{""haze_fog"":0.123869,""rain"":0.040277,""snow"":0.007741,""low_light"":0.196613,""motion_blur"":0.0827,""defocus_blur"":0.076475,""glare_flare"":0.126029,""vignetting"":0.488835,""sensor_noise"":0.001783,""exposure_shift"":0.178783,""compression"":0.197222,""lens_occlusion"":0.142689}","[{""issue"":""vignetting"",""prob"":0.999449},{""issue"":""low_light"",""prob"":0.983845},{""issue"":""compression"",""prob"":0.904371},{""issue"":""exposure_shift"",""prob"":0.481844},{""issue"":""glare_flare"",""prob"":0.308398}]"
S06_sensor_noise_s3,S06,video_003,test,corrupted,sensor_noise,3,s3,0.35,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/sensor_noise/s3/S06_sensor_noise_s3.mp4,"{""severity"":0.35,""sigma_r"":0.007037953746419273,""sigma_s"":0.02680890408759106,""per_channel"":true}",0.682056,0.363451,vignetting,0.998431,"{""haze_fog"":0.000701,""rain"":1e-06,""snow"":0.00023,""low_light"":0.997699,""motion_blur"":0.0,""defocus_blur"":0.071872,""glare_flare"":0.32092,""vignetting"":0.998431,""sensor_noise"":1e-05,""exposure_shift"":0.266032,""compression"":0.885696,""lens_occlusion"":0.014868}","{""haze_fog"":0.117947,""rain"":0.024079,""snow"":0.005637,""low_light"":0.205845,""motion_blur"":0.080304,""defocus_blur"":0.069859,""glare_flare"":0.113104,""vignetting"":0.453017,""sensor_noise"":0.003345,""exposure_shift"":0.151115,""compression"":0.195587,""lens_occlusion"":0.136195}","[{""issue"":""vignetting"",""prob"":0.998431},{""issue"":""low_light"",""prob"":0.997699},{""issue"":""compression"",""prob"":0.885696},{""issue"":""glare_flare"",""prob"":0.32092},{""issue"":""exposure_shift"",""prob"":0.266032}]"
S06_sensor_noise_s4,S06,video_003,test,corrupted,sensor_noise,4,s4,0.55,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/sensor_noise/s4/S06_sensor_noise_s4.mp4,"{""severity"":0.55,""sigma_r"":0.011644777069587883,""sigma_s"":0.04792078153354949,""per_channel"":true}",0.492001,0.349901,vignetting,0.999608,"{""haze_fog"":2e-05,""rain"":0.0,""snow"":1e-06,""low_light"":0.998791,""motion_blur"":1e-06,""defocus_blur"":0.050925,""glare_flare"":0.447104,""vignetting"":0.999608,""sensor_noise"":3.2e-05,""exposure_shift"":0.039495,""compression"":0.911897,""lens_occlusion"":0.024623}","{""haze_fog"":0.103932,""rain"":0.03455,""snow"":0.010503,""low_light"":0.236528,""motion_blur"":0.092034,""defocus_blur"":0.068235,""glare_flare"":0.173926,""vignetting"":0.46481,""sensor_noise"":0.006733,""exposure_shift"":0.098757,""compression"":0.180294,""lens_occlusion"":0.148827}","[{""issue"":""vignetting"",""prob"":0.999608},{""issue"":""low_light"",""prob"":0.998791},{""issue"":""compression"",""prob"":0.911897},{""issue"":""glare_flare"",""prob"":0.447104}]"
S06_sensor_noise_s5,S06,video_003,test,corrupted,sensor_noise,5,s5,0.75,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/sensor_noise/s5/S06_sensor_noise_s5.mp4,"{""severity"":0.75,""sigma_r"":0.01616957164494944,""sigma_s"":0.06460316050912089,""per_channel"":true}",0.291891,0.292144,vignetting,0.999342,"{""haze_fog"":3.9e-05,""rain"":3e-06,""snow"":2e-06,""low_light"":0.995662,""motion_blur"":0.0,""defocus_blur"":0.039434,""glare_flare"":0.519468,""vignetting"":0.999342,""sensor_noise"":0.000634,""exposure_shift"":0.005743,""compression"":0.964295,""lens_occlusion"":0.027459}","{""haze_fog"":0.112284,""rain"":0.059347,""snow"":0.012637,""low_light"":0.29093,""motion_blur"":0.086075,""defocus_blur"":0.067279,""glare_flare"":0.235161,""vignetting"":0.503708,""sensor_noise"":0.016864,""exposure_shift"":0.064314,""compression"":0.151916,""lens_occlusion"":0.163321}","[{""issue"":""vignetting"",""prob"":0.999342},{""issue"":""low_light"",""prob"":0.995662},{""issue"":""compression"",""prob"":0.964295},{""issue"":""glare_flare"",""prob"":0.519468}]"
S06_low_light_s1,S06,video_003,test,corrupted,low_light,1,s1,0.08,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/low_light/s1/S06_low_light_s1.mp4,"{""severity"":0.08,""gamma"":1.3511170932776395,""sigma_r"":0.004134343273608062,""sigma_s"":0.014193417695098114,""amp_r"":2.0,""amp_s"":3.0,""desat"":0.02,""per_channel"":true}",0.911980,0.375007,vignetting,0.996920,"{""haze_fog"":1e-06,""rain"":0.0,""snow"":0.0,""low_light"":0.995606,""motion_blur"":0.0,""defocus_blur"":0.121983,""glare_flare"":0.11444,""vignetting"":0.99692,""sensor_noise"":0.0,""exposure_shift"":0.865041,""compression"":0.352943,""lens_occlusion"":0.01413}","{""haze_fog"":0.049504,""rain"":0.023666,""snow"":0.002786,""low_light"":0.160951,""motion_blur"":0.081017,""defocus_blur"":0.088538,""glare_flare"":0.063414,""vignetting"":0.462331,""sensor_noise"":0.000218,""exposure_shift"":0.283582,""compression"":0.114955,""lens_occlusion"":0.108263}","[{""issue"":""vignetting"",""prob"":0.99692},{""issue"":""low_light"",""prob"":0.995606},{""issue"":""exposure_shift"",""prob"":0.865041},{""issue"":""compression"",""prob"":0.352943}]"
S06_low_light_s2,S06,video_003,test,corrupted,low_light,2,s2,0.18,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/low_light/s2/S06_low_light_s2.mp4,"{""severity"":0.18,""gamma"":1.7667106023470123,""sigma_r"":0.006850502744246631,""sigma_s"":0.029736186949136247,""amp_r"":2.0,""amp_s"":3.0,""desat"":0.045,""per_channel"":true}",0.803090,0.403094,low_light,0.997845,"{""haze_fog"":3e-06,""rain"":1e-06,""snow"":0.0,""low_light"":0.997845,""motion_blur"":0.0,""defocus_blur"":0.137414,""glare_flare"":0.123619,""vignetting"":0.997665,""sensor_noise"":0.0,""exposure_shift"":0.87112,""compression"":0.283155,""lens_occlusion"":0.010928}","{""haze_fog"":0.048737,""rain"":0.019473,""snow"":0.00242,""low_light"":0.168418,""motion_blur"":0.077455,""defocus_blur"":0.09202,""glare_flare"":0.056342,""vignetting"":0.460825,""sensor_noise"":0.000256,""exposure_shift"":0.329852,""compression"":0.096211,""lens_occlusion"":0.102521}","[{""issue"":""low_light"",""prob"":0.997845},{""issue"":""vignetting"",""prob"":0.997665},{""issue"":""exposure_shift"",""prob"":0.87112},{""issue"":""compression"",""prob"":0.283155}]"
S06_low_light_s3,S06,video_003,test,corrupted,low_light,3,s3,0.35,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/low_light/s3/S06_low_light_s3.mp4,"{""severity"":0.35,""gamma"":2.019251218973743,""sigma_r"":0.01473878359870447,""sigma_s"":0.07308234689853366,""amp_r"":2.0,""amp_s"":3.0,""desat"":0.0875,""per_channel"":true}",0.621254,0.444368,vignetting,0.999037,"{""haze_fog"":0.0,""rain"":0.0,""snow"":0.0,""low_light"":0.996527,""motion_blur"":1e-06,""defocus_blur"":0.113027,""glare_flare"":0.139805,""vignetting"":0.999037,""sensor_noise"":0.0,""exposure_shift"":0.809197,""compression"":0.40497,""lens_occlusion"":0.014434}","{""haze_fog"":0.051439,""rain"":0.022404,""snow"":0.002901,""low_light"":0.196015,""motion_blur"":0.070994,""defocus_blur"":0.088238,""glare_flare"":0.076915,""vignetting"":0.463115,""sensor_noise"":0.00062,""exposure_shift"":0.304178,""compression"":0.079076,""lens_occlusion"":0.110292}","[{""issue"":""vignetting"",""prob"":0.999037},{""issue"":""low_light"",""prob"":0.996527},{""issue"":""exposure_shift"",""prob"":0.809197},{""issue"":""compression"",""prob"":0.40497}]"
S06_low_light_s4,S06,video_003,test,corrupted,low_light,4,s4,0.55,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/low_light/s4/S06_low_light_s4.mp4,"{""severity"":0.55,""gamma"":2.2425510649175027,""sigma_r"":0.023145008748880955,""sigma_s"":0.12417787297735168,""amp_r"":2.0,""amp_s"":3.0,""desat"":0.1375,""per_channel"":true}",0.413809,0.449142,vignetting,0.999898,"{""haze_fog"":0.0,""rain"":7.4e-05,""snow"":2e-06,""low_light"":0.982781,""motion_blur"":0.0,""defocus_blur"":0.052736,""glare_flare"":0.111474,""vignetting"":0.999898,""sensor_noise"":0.0,""exposure_shift"":0.350731,""compression"":0.796112,""lens_occlusion"":0.012558}","{""haze_fog"":0.077753,""rain"":0.063668,""snow"":0.010063,""low_light"":0.237918,""motion_blur"":0.045433,""defocus_blur"":0.064331,""glare_flare"":0.110603,""vignetting"":0.474234,""sensor_noise"":0.001103,""exposure_shift"":0.162843,""compression"":0.086897,""lens_occlusion"":0.120664}","[{""issue"":""vignetting"",""prob"":0.999898},{""issue"":""low_light"",""prob"":0.982781},{""issue"":""compression"",""prob"":0.796112},{""issue"":""exposure_shift"",""prob"":0.350731}]"
S06_low_light_s5,S06,video_003,test,corrupted,low_light,5,s5,0.75,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/low_light/s5/S06_low_light_s5.mp4,"{""severity"":0.75,""gamma"":2.5236791853808995,""sigma_r"":0.03612583519557047,""sigma_s"":0.24300211674564226,""amp_r"":2.0,""amp_s"":3.0,""desat"":0.1875,""per_channel"":true}",0.216134,0.332835,low_light,1.000000,"{""haze_fog"":0.0,""rain"":2e-06,""snow"":1.3e-05,""low_light"":1.0,""motion_blur"":0.0,""defocus_blur"":0.021966,""glare_flare"":0.461358,""vignetting"":0.999973,""sensor_noise"":0.125546,""exposure_shift"":0.037018,""compression"":0.92586,""lens_occlusion"":0.023282}","{""haze_fog"":0.0809,""rain"":0.129774,""snow"":0.030444,""low_light"":0.522071,""motion_blur"":0.022567,""defocus_blur"":0.046874,""glare_flare"":0.180832,""vignetting"":0.340407,""sensor_noise"":0.039175,""exposure_shift"":0.048667,""compression"":0.071344,""lens_occlusion"":0.105181}","[{""issue"":""low_light"",""prob"":1.0},{""issue"":""vignetting"",""prob"":0.999973},{""issue"":""compression"",""prob"":0.92586},{""issue"":""glare_flare"",""prob"":0.461358}]"
S06_overexposure_s1,S06,video_003,test,corrupted,overexposure,1,s1,0.08,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/overexposure/s1/S06_overexposure_s1.mp4,"{""severity"":0.08,""delta_ev"":0.16,""scale"":1.11728713807222}",0.934886,0.309961,vignetting,0.999757,"{""haze_fog"":0.011792,""rain"":2e-06,""snow"":0.0,""low_light"":0.975437,""motion_blur"":0.0,""defocus_blur"":0.085143,""glare_flare"":0.294495,""vignetting"":0.999757,""sensor_noise"":0.0,""exposure_shift"":0.44594,""compression"":0.887204,""lens_occlusion"":0.03242}","{""haze_fog"":0.126049,""rain"":0.033835,""snow"":0.005746,""low_light"":0.18917,""motion_blur"":0.087911,""defocus_blur"":0.075743,""glare_flare"":0.124112,""vignetting"":0.480569,""sensor_noise"":0.001843,""exposure_shift"":0.156308,""compression"":0.191221,""lens_occlusion"":0.149292}","[{""issue"":""vignetting"",""prob"":0.999757},{""issue"":""low_light"",""prob"":0.975437},{""issue"":""compression"",""prob"":0.887204},{""issue"":""exposure_shift"",""prob"":0.44594},{""issue"":""glare_flare"",""prob"":0.294495}]"
S06_overexposure_s2,S06,video_003,test,corrupted,overexposure,2,s2,0.18,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/overexposure/s2/S06_overexposure_s2.mp4,"{""severity"":0.18,""delta_ev"":0.36,""scale"":1.2834258975629043}",0.851932,0.323726,vignetting,0.999898,"{""haze_fog"":0.025402,""rain"":1e-06,""snow"":0.0,""low_light"":0.968298,""motion_blur"":0.0,""defocus_blur"":0.084021,""glare_flare"":0.247774,""vignetting"":0.999898,""sensor_noise"":0.0,""exposure_shift"":0.436187,""compression"":0.907547,""lens_occlusion"":0.049309}","{""haze_fog"":0.137451,""rain"":0.030645,""snow"":0.005257,""low_light"":0.190854,""motion_blur"":0.085072,""defocus_blur"":0.075197,""glare_flare"":0.117975,""vignetting"":0.467248,""sensor_noise"":0.00198,""exposure_shift"":0.146544,""compression"":0.186122,""lens_occlusion"":0.154389}","[{""issue"":""vignetting"",""prob"":0.999898},{""issue"":""low_light"",""prob"":0.968298},{""issue"":""compression"",""prob"":0.907547},{""issue"":""exposure_shift"",""prob"":0.436187}]"
S06_overexposure_s3,S06,video_003,test,corrupted,overexposure,3,s3,0.35,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/overexposure/s3/S06_overexposure_s3.mp4,"{""severity"":0.35,""delta_ev"":0.7,""scale"":1.624504792712471}",0.706200,0.341401,vignetting,0.999947,"{""haze_fog"":0.020971,""rain"":0.0,""snow"":0.0,""low_light"":0.977379,""motion_blur"":0.0,""defocus_blur"":0.079688,""glare_flare"":0.10509,""vignetting"":0.999947,""sensor_noise"":0.0,""exposure_shift"":0.522543,""compression"":0.923145,""lens_occlusion"":0.034122}","{""haze_fog"":0.143309,""rain"":0.029932,""snow"":0.005376,""low_light"":0.193656,""motion_blur"":0.081357,""defocus_blur"":0.074445,""glare_flare"":0.110198,""vignetting"":0.459241,""sensor_noise"":0.002024,""exposure_shift"":0.138535,""compression"":0.18308,""lens_occlusion"":0.15747}","[{""issue"":""vignetting"",""prob"":0.999947},{""issue"":""low_light"",""prob"":0.977379},{""issue"":""compression"",""prob"":0.923145},{""issue"":""exposure_shift"",""prob"":0.522543}]"
S06_overexposure_s4,S06,video_003,test,corrupted,overexposure,4,s4,0.55,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/overexposure/s4/S06_overexposure_s4.mp4,"{""severity"":0.55,""delta_ev"":1.1,""scale"":2.1435469250725863}",0.524770,0.328053,vignetting,0.999966,"{""haze_fog"":0.020977,""rain"":1e-06,""snow"":0.0,""low_light"":0.963362,""motion_blur"":0.0,""defocus_blur"":0.068335,""glare_flare"":0.07067,""vignetting"":0.999966,""sensor_noise"":1e-06,""exposure_shift"":0.646797,""compression"":0.952673,""lens_occlusion"":0.050591}","{""haze_fog"":0.150006,""rain"":0.034733,""snow"":0.007439,""low_light"":0.203555,""motion_blur"":0.077919,""defocus_blur"":0.072804,""glare_flare"":0.113055,""vignetting"":0.441757,""sensor_noise"":0.003266,""exposure_shift"":0.142728,""compression"":0.189667,""lens_occlusion"":0.171612}","[{""issue"":""vignetting"",""prob"":0.999966},{""issue"":""low_light"",""prob"":0.963362},{""issue"":""compression"",""prob"":0.952673},{""issue"":""exposure_shift"",""prob"":0.646797}]"
S06_overexposure_s5,S06,video_003,test,corrupted,overexposure,5,s5,0.75,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/overexposure/s5/S06_overexposure_s5.mp4,"{""severity"":0.75,""delta_ev"":1.5,""scale"":2.8284271247461903}",0.326465,0.306500,vignetting,0.999927,"{""haze_fog"":0.024673,""rain"":0.0,""snow"":5e-06,""low_light"":0.930117,""motion_blur"":0.0,""defocus_blur"":0.06735,""glare_flare"":0.07157,""vignetting"":0.999927,""sensor_noise"":4e-06,""exposure_shift"":0.701368,""compression"":0.968145,""lens_occlusion"":0.052638}","{""haze_fog"":0.147549,""rain"":0.033119,""snow"":0.007971,""low_light"":0.201638,""motion_blur"":0.081606,""defocus_blur"":0.072613,""glare_flare"":0.119548,""vignetting"":0.409535,""sensor_noise"":0.005549,""exposure_shift"":0.153318,""compression"":0.210708,""lens_occlusion"":0.17943}","[{""issue"":""vignetting"",""prob"":0.999927},{""issue"":""compression"",""prob"":0.968145},{""issue"":""low_light"",""prob"":0.930117},{""issue"":""exposure_shift"",""prob"":0.701368}]"
S06_underexposure_s1,S06,video_003,test,corrupted,underexposure,1,s1,0.08,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/underexposure/s1/S06_underexposure_s1.mp4,"{""severity"":0.08,""delta_ev"":-0.16,""scale"":0.8950250709279725}",0.934886,0.299125,vignetting,0.999893,"{""haze_fog"":0.018889,""rain"":5e-06,""snow"":0.0,""low_light"":0.973153,""motion_blur"":0.0,""defocus_blur"":0.081262,""glare_flare"":0.207068,""vignetting"":0.999893,""sensor_noise"":0.0,""exposure_shift"":0.905016,""compression"":0.849006,""lens_occlusion"":0.025308}","{""haze_fog"":0.119271,""rain"":0.061406,""snow"":0.01229,""low_light"":0.186943,""motion_blur"":0.068149,""defocus_blur"":0.075062,""glare_flare"":0.103734,""vignetting"":0.477231,""sensor_noise"":0.001282,""exposure_shift"":0.287878,""compression"":0.168124,""lens_occlusion"":0.139559}","[{""issue"":""vignetting"",""prob"":0.999893},{""issue"":""low_light"",""prob"":0.973153},{""issue"":""exposure_shift"",""prob"":0.905016},{""issue"":""compression"",""prob"":0.849006}]"
S06_underexposure_s2,S06,video_003,test,corrupted,underexposure,2,s2,0.18,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/underexposure/s2/S06_underexposure_s2.mp4,"{""severity"":0.18,""delta_ev"":-0.36,""scale"":0.7791645796604999}",0.851932,0.299555,vignetting,0.999857,"{""haze_fog"":0.022124,""rain"":2.6e-05,""snow"":1e-06,""low_light"":0.942506,""motion_blur"":0.0,""defocus_blur"":0.073189,""glare_flare"":0.079056,""vignetting"":0.999857,""sensor_noise"":0.0,""exposure_shift"":0.981456,""compression"":0.867079,""lens_occlusion"":0.015675}","{""haze_fog"":0.109731,""rain"":0.068425,""snow"":0.015166,""low_light"":0.181032,""motion_blur"":0.053491,""defocus_blur"":0.072192,""glare_flare"":0.08078,""vignetting"":0.459385,""sensor_noise"":0.000778,""exposure_shift"":0.378228,""compression"":0.13875,""lens_occlusion"":0.121945}","[{""issue"":""vignetting"",""prob"":0.999857},{""issue"":""exposure_shift"",""prob"":0.981456},{""issue"":""low_light"",""prob"":0.942506},{""issue"":""compression"",""prob"":0.867079}]"
S06_underexposure_s3,S06,video_003,test,corrupted,underexposure,3,s3,0.35,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/underexposure/s3/S06_underexposure_s3.mp4,"{""severity"":0.35,""delta_ev"":-0.7,""scale"":0.6155722066724582}",0.706200,0.230330,vignetting,0.999313,"{""haze_fog"":0.014975,""rain"":7e-06,""snow"":0.0,""low_light"":0.873413,""motion_blur"":0.0,""defocus_blur"":0.089361,""glare_flare"":0.012589,""vignetting"":0.999313,""sensor_noise"":0.0,""exposure_shift"":0.999188,""compression"":0.900633,""lens_occlusion"":0.016274}","{""haze_fog"":0.112267,""rain"":0.081204,""snow"":0.016176,""low_light"":0.171489,""motion_blur"":0.056253,""defocus_blur"":0.079293,""glare_flare"":0.065502,""vignetting"":0.458203,""sensor_noise"":0.000542,""exposure_shift"":0.545502,""compression"":0.136138,""lens_occlusion"":0.120339}","[{""issue"":""vignetting"",""prob"":0.999313},{""issue"":""exposure_shift"",""prob"":0.999188},{""issue"":""compression"",""prob"":0.900633},{""issue"":""low_light"",""prob"":0.873413}]"
S06_underexposure_s4,S06,video_003,test,corrupted,underexposure,4,s4,0.55,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/underexposure/s4/S06_underexposure_s4.mp4,"{""severity"":0.55,""delta_ev"":-1.1,""scale"":0.4665164957684037}",0.524770,0.163106,exposure_shift,0.999825,"{""haze_fog"":0.001185,""rain"":3e-06,""snow"":0.0,""low_light"":0.796323,""motion_blur"":0.0,""defocus_blur"":0.11883,""glare_flare"":0.008327,""vignetting"":0.976789,""sensor_noise"":0.0,""exposure_shift"":0.999825,""compression"":0.896512,""lens_occlusion"":0.011785}","{""haze_fog"":0.115436,""rain"":0.079834,""snow"":0.014854,""low_light"":0.163873,""motion_blur"":0.075855,""defocus_blur"":0.09797,""glare_flare"":0.056253,""vignetting"":0.435426,""sensor_noise"":0.000543,""exposure_shift"":0.719345,""compression"":0.150887,""lens_occlusion"":0.110494}","[{""issue"":""exposure_shift"",""prob"":0.999825},{""issue"":""vignetting"",""prob"":0.976789},{""issue"":""compression"",""prob"":0.896512},{""issue"":""low_light"",""prob"":0.796323}]"
S06_underexposure_s5,S06,video_003,test,corrupted,underexposure,5,s5,0.75,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/underexposure/s5/S06_underexposure_s5.mp4,"{""severity"":0.75,""delta_ev"":-1.5,""scale"":0.3535533905932738}",0.326465,0.114535,exposure_shift,0.999963,"{""haze_fog"":6.1e-05,""rain"":1e-06,""snow"":0.0,""low_light"":0.57333,""motion_blur"":1.2e-05,""defocus_blur"":0.173359,""glare_flare"":0.00643,""vignetting"":0.705218,""sensor_noise"":0.0,""exposure_shift"":0.999963,""compression"":0.863833,""lens_occlusion"":0.009128}","{""haze_fog"":0.126788,""rain"":0.084647,""snow"":0.014151,""low_light"":0.151386,""motion_blur"":0.118781,""defocus_blur"":0.137138,""glare_flare"":0.058257,""vignetting"":0.416389,""sensor_noise"":0.000519,""exposure_shift"":0.833246,""compression"":0.170418,""lens_occlusion"":0.109811}","[{""issue"":""exposure_shift"",""prob"":0.999963},{""issue"":""compression"",""prob"":0.863833},{""issue"":""vignetting"",""prob"":0.705218},{""issue"":""low_light"",""prob"":0.57333}]"
S06_jpeg_compression_s1,S06,video_003,test,corrupted,jpeg_compression,1,s1,0.08,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/jpeg_compression/s1/S06_jpeg_compression_s1.mp4,"{""severity"":0.08,""quality"":89,""encode_ok"":true}",0.947560,0.295366,vignetting,0.999144,"{""haze_fog"":0.014338,""rain"":0.0,""snow"":0.0,""low_light"":0.981804,""motion_blur"":0.0,""defocus_blur"":0.108941,""glare_flare"":0.2895,""vignetting"":0.999144,""sensor_noise"":0.0,""exposure_shift"":0.645625,""compression"":0.90187,""lens_occlusion"":0.024459}","{""haze_fog"":0.131858,""rain"":0.036944,""snow"":0.005585,""low_light"":0.217565,""motion_blur"":0.083453,""defocus_blur"":0.079533,""glare_flare"":0.11872,""vignetting"":0.479738,""sensor_noise"":0.001912,""exposure_shift"":0.197293,""compression"":0.187505,""lens_occlusion"":0.134094}","[{""issue"":""vignetting"",""prob"":0.999144},{""issue"":""low_light"",""prob"":0.981804},{""issue"":""compression"",""prob"":0.90187},{""issue"":""exposure_shift"",""prob"":0.645625},{""issue"":""glare_flare"",""prob"":0.2895}]"
S06_jpeg_compression_s2,S06,video_003,test,corrupted,jpeg_compression,2,s2,0.18,0,-1.0,cloudy,night,urban,moderate,30,1280x720,128,corrupted/jpeg_compression/s2/S06_jpeg_compression_s2.mp4,"{""severity"":0.18,""quality"":79,""encode_ok"":true}",0.879678,0.283708,vignetting,0.999540,"{""haze_fog"":0.009069,""rain"":0.0,""snow"":0.0,""low_light"":0.9797,""motion_blur"":0.0,""defocus_blur"":0.112823,""glare_flare"":0.265436,""vignetting"":0.99954,""sensor_noise"":0.0,""exposure_shift"":0.68986,""compression"":0.891693,""lens_occlusion"":0.024203}","{""haze_fog"":0.127875,""rain"":0.036413,""snow"":0.005368,""low_light"":0.213285,""motion_blur"":0.08147,""defocus_blur"":0.081589,""glare_flare"":0.116579,""vignetting"":0.477926,""sensor_noise"":0.001834,""exposure_shift"":0.204212,""compression"":0.189327,""lens_occlusion"":0.130406}","[{""issue"":""vignetting"",""prob"":0.99954},{""issue"":""low_light"",""prob"":0.9797},{""issue"":""compression"",""prob"":0.891693},{""issue"":""exposure_shift"",""prob"":0.68986},{""issue"":""glare_flare"",""prob"":0.265436}]"
